changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,changepoint_range,horizon,interval_width,rmse,mae,mape,smape,coverage,objective,regressor_count
0.05,1.0,additive,0.9,30,0.8,42.106576823005696,33.97073128386782,0.09323251105192434,0.0869655759176342,0.7,42.106576823005696,9
0.05,1.0,additive,0.9,30,0.9,42.106576823005696,33.97073128386782,0.09323251105192434,0.0869655759176342,0.8333333333333334,42.106576823005696,9
0.05,1.0,additive,0.9,30,0.95,42.106576823005696,33.97073128386782,0.09323251105192434,0.0869655759176342,0.8666666666666667,42.106576823005696,9
0.05,10.0,additive,0.9,30,0.8,42.677562368787235,34.43456126700416,0.09454686997129193,0.08807090074509515,0.6666666666666666,42.677562368787235,9
0.05,10.0,additive,0.9,30,0.9,42.677562368787235,34.43456126700416,0.09454686997129193,0.08807090074509515,0.8,42.677562368787235,9
0.05,10.0,additive,0.9,30,0.95,42.677562368787235,34.43456126700416,0.09454686997129193,0.08807090074509515,0.8666666666666667,42.677562368787235,9
0.05,5.0,additive,0.9,30,0.8,42.76119448229345,34.503289958283375,0.09473492424181908,0.0882225544671408,0.6666666666666666,42.76119448229345,9
0.05,5.0,additive,0.9,30,0.9,42.76119448229345,34.503289958283375,0.09473492424181908,0.0882225544671408,0.7666666666666667,42.76119448229345,9
0.05,5.0,additive,0.9,30,0.95,42.76119448229345,34.503289958283375,0.09473492424181908,0.0882225544671408,0.8666666666666667,42.76119448229345,9
0.05,1.0,additive,0.8,30,0.8,42.892987552425815,34.59469779482269,0.09501593527722983,0.08846107717165733,0.6666666666666666,42.892987552425815,9
0.05,1.0,additive,0.8,30,0.9,42.892987552425815,34.59469779482269,0.09501593527722983,0.08846107717165733,0.7666666666666667,42.892987552425815,9
0.05,1.0,additive,0.8,30,0.95,42.892987552425815,34.59469779482269,0.09501593527722983,0.08846107717165733,0.8666666666666667,42.892987552425815,9
0.05,5.0,additive,0.8,30,0.8,42.89503564912495,34.61670772841304,0.09508394742062341,0.08851400704157994,0.7,42.89503564912495,9
0.05,5.0,additive,0.8,30,0.9,42.89503564912495,34.61670772841304,0.09508394742062341,0.08851400704157994,0.7666666666666667,42.89503564912495,9
0.05,5.0,additive,0.8,30,0.95,42.89503564912495,34.61670772841304,0.09508394742062341,0.08851400704157994,0.8666666666666667,42.89503564912495,9
0.05,10.0,additive,0.8,30,0.8,43.53934826102561,35.14368084080622,0.09657383777965887,0.08977481691298542,0.6666666666666666,43.53934826102561,9
0.05,10.0,additive,0.8,30,0.9,43.53934826102561,35.14368084080622,0.09657383777965887,0.08977481691298542,0.8,43.53934826102561,9
0.05,10.0,additive,0.8,30,0.95,43.53934826102561,35.14368084080622,0.09657383777965887,0.08977481691298542,0.8666666666666667,43.53934826102561,9
0.1,10.0,additive,0.9,30,0.8,46.21515268873227,37.25663739675736,0.10272405506629624,0.09490302973669781,0.6333333333333333,46.21515268873227,9
0.1,10.0,additive,0.9,30,0.9,46.21515268873227,37.25663739675736,0.10272405506629624,0.09490302973669781,0.7666666666666667,46.21515268873227,9
0.1,10.0,additive,0.9,30,0.95,46.21515268873227,37.25663739675736,0.10272405506629624,0.09490302973669781,0.8333333333333334,46.21515268873227,9
0.1,5.0,additive,0.8,30,0.8,46.2234747575563,37.25614685319733,0.10274111957858348,0.09491523830775318,0.6,46.2234747575563,9
0.1,5.0,additive,0.8,30,0.9,46.2234747575563,37.25614685319733,0.10274111957858348,0.09491523830775318,0.7666666666666667,46.2234747575563,9
0.1,5.0,additive,0.8,30,0.95,46.2234747575563,37.25614685319733,0.10274111957858348,0.09491523830775318,0.8333333333333334,46.2234747575563,9
0.1,1.0,additive,0.9,30,0.8,46.31170099652586,37.320722971654575,0.10291787724044756,0.09505827728631754,0.5333333333333333,46.31170099652586,9
0.1,1.0,additive,0.9,30,0.9,46.31170099652586,37.320722971654575,0.10291787724044756,0.09505827728631754,0.7666666666666667,46.31170099652586,9
0.1,1.0,additive,0.9,30,0.95,46.31170099652586,37.320722971654575,0.10291787724044756,0.09505827728631754,0.8333333333333334,46.31170099652586,9
0.1,10.0,additive,0.8,30,0.8,46.372378957384825,37.36701633678191,0.10306639241951962,0.09518401555181362,0.5666666666666667,46.372378957384825,9
0.1,10.0,additive,0.8,30,0.9,46.372378957384825,37.36701633678191,0.10306639241951962,0.09518401555181362,0.7333333333333333,46.372378957384825,9
0.1,10.0,additive,0.8,30,0.95,46.372378957384825,37.36701633678191,0.10306639241951962,0.09518401555181362,0.8,46.372378957384825,9
0.1,1.0,additive,0.8,30,0.8,46.385743980154196,37.37843571494803,0.10310406085139907,0.09521617952350171,0.6,46.385743980154196,9
0.1,1.0,additive,0.8,30,0.9,46.385743980154196,37.37843571494803,0.10310406085139907,0.09521617952350171,0.7666666666666667,46.385743980154196,9
0.1,1.0,additive,0.8,30,0.95,46.385743980154196,37.37843571494803,0.10310406085139907,0.09521617952350171,0.8,46.385743980154196,9
0.1,5.0,additive,0.9,30,0.8,46.446226218088896,37.43091051401916,0.10323228406555313,0.09532662934224576,0.5666666666666667,46.446226218088896,9
0.1,5.0,additive,0.9,30,0.9,46.446226218088896,37.43091051401916,0.10323228406555313,0.09532662934224576,0.7666666666666667,46.446226218088896,9
0.1,5.0,additive,0.9,30,0.95,46.446226218088896,37.43091051401916,0.10323228406555313,0.09532662934224576,0.8333333333333334,46.446226218088896,9
0.05,5.0,multiplicative,0.8,30,0.8,47.44249695589685,38.91993403557108,0.1046703964153848,0.09696397875942843,0.6,47.44249695589685,9
