changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,changepoint_range,horizon,interval_width,rmse,mae,mape,smape,coverage,objective,regressor_count
0.05,1.0,multiplicative,0.8,30,0.8,48.11668678653476,39.648437957900434,0.106461281726499,0.09856297362361786,0.6,48.11668678653476,10
0.05,1.0,multiplicative,0.8,30,0.9,48.11668678653476,39.648437957900434,0.106461281726499,0.09856297362361786,0.6666666666666666,48.11668678653476,10
0.05,1.0,multiplicative,0.8,30,0.95,48.11668678653476,39.648437957900434,0.106461281726499,0.09856297362361786,0.8,48.11668678653476,10
0.05,1.0,multiplicative,0.9,30,0.8,48.2341848765982,39.71938021983736,0.1067378103057463,0.0987773604761827,0.6,48.2341848765982,10
0.05,1.0,multiplicative,0.9,30,0.9,48.2341848765982,39.71938021983736,0.1067378103057463,0.0987773604761827,0.6666666666666666,48.2341848765982,10
0.05,1.0,multiplicative,0.9,30,0.95,48.2341848765982,39.71938021983736,0.1067378103057463,0.0987773604761827,0.8,48.2341848765982,10
0.05,10.0,multiplicative,0.8,30,0.8,48.24922428145692,39.693214142928724,0.1066948392340381,0.0987293163654091,0.6,48.24922428145692,10
0.05,10.0,multiplicative,0.8,30,0.9,48.24922428145692,39.693214142928724,0.1066948392340381,0.0987293163654091,0.6333333333333333,48.24922428145692,10
0.05,10.0,multiplicative,0.8,30,0.95,48.24922428145692,39.693214142928724,0.1066948392340381,0.0987293163654091,0.8,48.24922428145692,10
0.05,10.0,multiplicative,0.9,30,0.8,48.409569606706704,39.871266027540564,0.10706021360161125,0.09906176862265623,0.6,48.409569606706704,10
0.05,10.0,multiplicative,0.9,30,0.9,48.409569606706704,39.871266027540564,0.10706021360161125,0.09906176862265623,0.6666666666666666,48.409569606706704,10
0.05,10.0,multiplicative,0.9,30,0.95,48.409569606706704,39.871266027540564,0.10706021360161125,0.09906176862265623,0.7666666666666667,48.409569606706704,10
0.05,5.0,multiplicative,0.9,30,0.8,48.51699458579647,39.92965285499933,0.10713889819530767,0.09914229515408321,0.6,48.51699458579647,10
0.05,5.0,multiplicative,0.9,30,0.9,48.51699458579647,39.92965285499933,0.10713889819530767,0.09914229515408321,0.6333333333333333,48.51699458579647,10
0.05,5.0,multiplicative,0.9,30,0.95,48.51699458579647,39.92965285499933,0.10713889819530767,0.09914229515408321,0.7666666666666667,48.51699458579647,10
0.05,5.0,multiplicative,0.8,30,0.8,50.3169251170697,41.019075131571206,0.10962507605753756,0.10120654937408213,0.6,50.3169251170697,10
0.05,5.0,multiplicative,0.8,30,0.9,50.3169251170697,41.019075131571206,0.10962507605753756,0.10120654937408213,0.6333333333333333,50.3169251170697,10
0.05,5.0,multiplicative,0.8,30,0.95,50.3169251170697,41.019075131571206,0.10962507605753756,0.10120654937408213,0.7666666666666667,50.3169251170697,10
0.1,10.0,multiplicative,0.9,30,0.8,58.3913754894957,46.94586469055976,0.12481991697371406,0.11387948790709682,0.5666666666666667,58.3913754894957,10
0.1,10.0,multiplicative,0.9,30,0.9,58.3913754894957,46.94586469055976,0.12481991697371406,0.11387948790709682,0.6333333333333333,58.3913754894957,10
0.1,10.0,multiplicative,0.9,30,0.95,58.3913754894957,46.94586469055976,0.12481991697371406,0.11387948790709682,0.6666666666666666,58.3913754894957,10
0.1,1.0,additive,0.9,30,0.8,58.90453400186837,44.008578081224854,0.11886301262817965,0.1078883224822699,0.6,58.90453400186837,10
0.1,1.0,additive,0.9,30,0.9,58.90453400186837,44.008578081224854,0.11886301262817965,0.1078883224822699,0.7333333333333333,58.90453400186837,10
0.1,1.0,additive,0.9,30,0.95,58.90453400186837,44.008578081224854,0.11886301262817965,0.1078883224822699,0.8,58.90453400186837,10
0.1,1.0,multiplicative,0.9,30,0.8,59.25735795445004,47.10125304695807,0.1250437673901738,0.11392386262417449,0.5666666666666667,59.25735795445004,10
0.1,1.0,multiplicative,0.9,30,0.9,59.25735795445004,47.10125304695807,0.1250437673901738,0.11392386262417449,0.6,59.25735795445004,10
0.1,1.0,multiplicative,0.9,30,0.95,59.25735795445004,47.10125304695807,0.1250437673901738,0.11392386262417449,0.7,59.25735795445004,10
0.05,1.0,additive,0.8,30,0.8,59.40035503873915,42.6189768130793,0.1138988283665776,0.10356034821921313,0.6666666666666666,59.40035503873915,10
0.05,1.0,additive,0.8,30,0.9,59.40035503873915,42.6189768130793,0.1138988283665776,0.10356034821921313,0.8,59.40035503873915,10
0.05,1.0,additive,0.8,30,0.95,59.40035503873915,42.6189768130793,0.1138988283665776,0.10356034821921313,0.8,59.40035503873915,10
0.1,5.0,additive,0.9,30,0.8,59.44824380090937,44.28160293088205,0.11957563981130018,0.1084327830282171,0.5666666666666667,59.44824380090937,10
0.1,5.0,additive,0.9,30,0.9,59.44824380090937,44.28160293088205,0.11957563981130018,0.1084327830282171,0.7333333333333333,59.44824380090937,10
0.1,5.0,additive,0.9,30,0.95,59.44824380090937,44.28160293088205,0.11957563981130018,0.1084327830282171,0.7666666666666667,59.44824380090937,10
0.1,1.0,multiplicative,0.8,30,0.8,59.66127668049662,47.31042957855105,0.12565654269102408,0.11439174665466065,0.5333333333333333,59.66127668049662,10
0.1,1.0,multiplicative,0.8,30,0.9,59.66127668049662,47.31042957855105,0.12565654269102408,0.11439174665466065,0.6,59.66127668049662,10
0.1,1.0,multiplicative,0.8,30,0.95,59.66127668049662,47.31042957855105,0.12565654269102408,0.11439174665466065,0.7333333333333333,59.66127668049662,10
