changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,changepoint_range,horizon,interval_width,rmse,mae,mape,smape,coverage,objective,regressor_count
0.1,5.0,additive,0.8,30,0.8,0.004210381907093183,0.003361304547919038,8.90771148521231e-06,8.907772031903297e-06,1.0,0.004210381907093183,11
0.1,5.0,additive,0.8,30,0.9,0.004210381907093183,0.003361304547919038,8.90771148521231e-06,8.907772031903297e-06,1.0,0.004210381907093183,11
0.1,5.0,additive,0.8,30,0.95,0.004210381907093183,0.003361304547919038,8.90771148521231e-06,8.907772031903297e-06,1.0,0.004210381907093183,11
0.2,5.0,multiplicative,0.9,30,0.8,0.005056136982870896,0.004409783136774574,1.1024016246505856e-05,1.1023959521591358e-05,1.0,0.005056136982870896,11
0.2,5.0,multiplicative,0.9,30,0.9,0.005056136982870896,0.004409783136774574,1.1024016246505856e-05,1.1023959521591358e-05,1.0,0.005056136982870896,11
0.2,5.0,multiplicative,0.9,30,0.95,0.005056136982870896,0.004409783136774574,1.1024016246505856e-05,1.1023959521591358e-05,1.0,0.005056136982870896,11
0.1,1.0,additive,0.8,30,0.8,0.005822373591780006,0.004852339754201769,1.2334678169993397e-05,1.2334577009607543e-05,1.0,0.005822373591780006,11
0.1,1.0,additive,0.8,30,0.9,0.005822373591780006,0.004852339754201769,1.2334678169993397e-05,1.2334577009607543e-05,1.0,0.005822373591780006,11
0.1,1.0,additive,0.8,30,0.95,0.005822373591780006,0.004852339754201769,1.2334678169993397e-05,1.2334577009607543e-05,1.0,0.005822373591780006,11
0.2,10.0,additive,0.8,30,0.8,0.006082767550309152,0.004927662202392943,1.2320094091866279e-05,1.2319980997214526e-05,1.0,0.006082767550309152,11
0.2,10.0,additive,0.8,30,0.9,0.006082767550309152,0.004927662202392943,1.2320094091866279e-05,1.2319980997214526e-05,1.0,0.006082767550309152,11
0.2,10.0,additive,0.8,30,0.95,0.006082767550309152,0.004927662202392943,1.2320094091866279e-05,1.2319980997214526e-05,1.0,0.006082767550309152,11
0.1,10.0,multiplicative,0.8,30,0.8,0.007620013517171909,0.006094707849894121,1.4712322382584928e-05,1.4712156807214524e-05,1.0,0.007620013517171909,11
0.1,10.0,multiplicative,0.8,30,0.9,0.007620013517171909,0.006094707849894121,1.4712322382584928e-05,1.4712156807214524e-05,1.0,0.007620013517171909,11
0.1,10.0,multiplicative,0.8,30,0.95,0.007620013517171909,0.006094707849894121,1.4712322382584928e-05,1.4712156807214524e-05,1.0,0.007620013517171909,11
