changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,changepoint_range,horizon,interval_width,rmse,mae,mape,smape,coverage,objective,regressor_count
0.1,5.0,additive,0.8,30,0.8,14.315048382522642,12.494465729930878,0.03190444744418316,0.03157194326503352,0.7,14.315048382522642,9
0.1,5.0,additive,0.8,30,0.9,14.315048382522642,12.494465729930878,0.03190444744418316,0.03157194326503352,0.8666666666666667,14.315048382522642,9
0.1,5.0,additive,0.8,30,0.95,14.315048382522642,12.494465729930878,0.03190444744418316,0.03157194326503352,0.9666666666666667,14.315048382522642,9
0.1,1.0,additive,0.8,30,0.8,14.346524341361107,12.508701103890283,0.031969020628489685,0.03162700346151273,0.7333333333333333,14.346524341361107,9
0.1,1.0,additive,0.8,30,0.9,14.346524341361107,12.508701103890283,0.031969020628489685,0.03162700346151273,0.8666666666666667,14.346524341361107,9
0.1,1.0,additive,0.8,30,0.95,14.346524341361107,12.508701103890283,0.031969020628489685,0.03162700346151273,1.0,14.346524341361107,9
0.1,10.0,additive,0.9,30,0.8,14.359651176250896,12.508585764723843,0.03196704956629865,0.031619192362009406,0.7,14.359651176250896,9
0.1,10.0,additive,0.9,30,0.9,14.359651176250896,12.508585764723843,0.03196704956629865,0.031619192362009406,0.8666666666666667,14.359651176250896,9
0.1,10.0,additive,0.9,30,0.95,14.359651176250896,12.508585764723843,0.03196704956629865,0.031619192362009406,1.0,14.359651176250896,9
0.1,1.0,additive,0.9,30,0.8,14.431542702123004,12.54006062016521,0.03208965588666134,0.03172297226048731,0.7333333333333333,14.431542702123004,9
0.1,1.0,additive,0.9,30,0.9,14.431542702123004,12.54006062016521,0.03208965588666134,0.03172297226048731,0.8666666666666667,14.431542702123004,9
0.1,1.0,additive,0.9,30,0.95,14.431542702123004,12.54006062016521,0.03208965588666134,0.03172297226048731,1.0,14.431542702123004,9
0.1,10.0,additive,0.8,30,0.8,14.437839784234708,12.551601968932703,0.0321126927959469,0.031748610067173846,0.7,14.437839784234708,9
0.1,10.0,additive,0.8,30,0.9,14.437839784234708,12.551601968932703,0.0321126927959469,0.031748610067173846,0.8,14.437839784234708,9
0.1,10.0,additive,0.8,30,0.95,14.437839784234708,12.551601968932703,0.0321126927959469,0.031748610067173846,0.9333333333333333,14.437839784234708,9
0.1,5.0,additive,0.9,30,0.8,14.45292136163844,12.56102981602721,0.032142054707361166,0.031775405951284134,0.7,14.45292136163844,9
