ds,yhat,yhat_lower,yhat_upper
2026-01-11,465.7097755568825,413.69592175415187,511.8570506476521
2026-01-12,480.92192612984,434.9826453325054,527.5298572406256
2026-01-13,469.3067091217135,424.8080176728165,520.8725623118155
2026-01-14,491.77613481045444,439.30628873520607,540.601169763327
2026-01-15,479.119737240044,430.20102328122874,526.4289286196824
2026-01-16,478.04217200631524,435.05157807152557,525.4183221709702
2026-01-17,475.69016997996755,427.54937578001085,526.0233623697575
2026-01-18,480.5365779827818,429.54697548057334,528.7857569864999
2026-01-19,495.74872855572175,449.3389013259521,546.3760338744859
2026-01-20,484.1335115476332,434.5040096362464,531.9329783547854
2026-01-21,506.6029372363646,457.1189229667822,558.7688619274584
2026-01-22,493.9465396659638,444.8427608833338,541.5880179221715
2026-01-23,492.86897443225445,444.5520538781957,539.4615452173637
2026-01-24,490.51697240589453,442.8155714208837,540.9445340033182
2026-01-25,495.3633804087226,447.93532579683574,545.2522332782239
2026-01-26,510.5755309816313,460.11964725079,559.0392896070042
2026-01-27,498.9603139735363,452.928879323786,548.1235597228886
2026-01-28,521.4297396622511,473.0109981512592,570.5222081596899
2026-01-29,508.77334209190286,465.0745440797856,557.9181256666099
2026-01-30,507.6957768581936,460.8235330637155,559.1384618261167
2026-01-31,505.34377483177434,456.85924140557876,550.9266851772006
2026-02-01,510.19018283462185,459.3623800706933,556.7496797470093
