ds,yhat,yhat_lower,yhat_upper
2025-09-02,215.61193098295934,164.92461839398447,263.43861409185973
2025-09-03,231.72126808596838,187.50347301007687,281.4342863460883
2025-09-04,219.67647588328222,167.01826082154722,268.5183473400748
2025-09-05,217.73393347011938,168.9480592548919,261.3381304987104
2025-09-06,216.24931569553107,169.1603401896308,262.3859228487742
2025-09-07,215.63370126608413,166.72694280995586,263.5278093038874
2025-09-08,234.0910250889107,185.98203648081733,284.2533356767808
2025-09-09,222.49417657265374,176.71229795245338,269.8890272510714
2025-09-10,239.3319012444114,192.0590494615011,287.38454741524737
2025-09-11,226.997315001784,179.35685062464313,271.5433528915653
2025-09-12,225.09396701473773,176.4995946207612,275.3710509146112
2025-09-13,223.6614680344777,173.57938025993053,274.90361789653934
2025-09-14,223.12586062181097,173.79706766484395,273.09095248505395
2025-09-15,242.49950988882475,194.19859105443325,289.86172638847995
2025-09-16,230.6033169533436,183.11242963316096,279.548112613726
2025-09-17,248.1795438834163,201.0939780966999,299.07645136386463
2025-09-18,235.50619070208737,189.52597269011426,284.2016663784118
2025-09-19,233.64658670362684,182.84260023939302,278.253836954575
2025-09-20,232.4256458721762,183.3360131221342,278.47531584361303
2025-09-21,232.13180957760164,183.16019976420955,277.080782996816
2025-09-22,252.39709070571152,204.00006707539103,302.28569765574997
2025-09-23,240.11848783886495,192.12113774492,288.5830014119052
2025-09-24,258.5297216854867,210.05006856689488,306.1266289304548
2025-09-25,245.599833872731,197.09970217477627,293.36256941284034
2025-09-26,243.92745490490313,195.40168344976567,293.5663452455194
2025-09-27,242.7558131119431,194.27610784180158,287.1286800244111
2025-09-28,242.5505730694639,198.60230812250137,293.39280496820805
2025-09-29,263.83463009389936,215.37409624754008,310.83242126145166
2025-09-30,251.1022776745113,202.80166760604183,296.7633496821448
2025-10-01,271.49004104241686,226.30285537931695,319.41651400988525
2025-10-02,258.0541675722061,212.43070171988137,309.5495926047758
2025-10-03,256.40083492044243,205.0528835331053,303.9193396868747
2025-10-04,255.26982396353264,202.474413887797,303.1525766981702
2025-10-05,255.1499199462531,209.70865877299227,305.89228215432536
2025-10-06,277.7151638296508,232.99162259980105,327.91661580852275
2025-10-07,264.59224153368433,219.2455962485078,314.0182287564807
2025-10-08,285.17880600653996,237.72608374615848,332.1667456824383
2025-10-09,271.118887907441,220.14135257981124,319.15109779222735
2025-10-10,269.4341835069954,225.56525212537161,319.8029544636547
2025-10-11,268.4087473999459,216.94640977875133,314.8917986888606
2025-10-12,268.4434532049254,220.83188225382,316.79586929423283
2025-10-13,292.1990322413121,240.15416346504995,338.68907648699144
2025-10-14,278.4054728878385,232.83409116041324,325.3305378136946
2025-10-15,300.08140456847303,251.4019579993528,347.6268627734256
2025-10-16,285.30046828863516,237.95449256304929,335.04078588822534
2025-10-17,283.6058830939226,236.91161248999552,332.5666228565759
2025-10-18,282.48578156409417,236.3812271823174,328.7172626035916
2025-10-19,282.48217314102635,232.576943529377,328.2418399907992
2025-10-20,307.4370448407467,259.90517701861097,356.0604163917995
2025-10-21,292.8837401546818,244.04261233365725,337.7421864623852
2025-10-22,315.64397458461724,266.1508322243165,361.25365878596784
2025-10-23,300.0562434234973,249.80281136798604,350.21907573005285
2025-10-24,298.1664321814818,246.8508511409267,344.3568781689671
2025-10-25,296.8832271786349,250.5423561421332,346.9168299507662
2025-10-26,296.77536617661815,247.07045393233324,347.95219397755864
2025-10-27,322.8812820230457,276.374350269202,369.3270253118472
2025-10-28,307.4920491152745,260.78182581088356,355.39672776497423
2025-10-29,331.2761224458008,281.92533228041896,382.5975120592285
2025-10-30,314.81201844998253,267.67664823780996,359.0600841407022
2025-10-31,312.7269810798042,263.01156906728494,361.25191624893625
2025-11-01,312.3333371023657,261.88525090771054,359.7715346416589
2025-11-02,312.12817893604034,267.45332359518414,359.27093257538496
2025-11-03,339.3920943143791,287.5721986889625,389.3371423457996
2025-11-04,323.17388874688726,273.61015076025166,373.23412197521156
2025-11-05,347.98875652707295,300.55147388367334,394.09685059931985
2025-11-06,330.6552352659067,283.0473125343199,382.00610622025647
2025-11-07,328.3819273878627,280.3516493179415,377.2786839103841
2025-11-08,326.77947089694044,278.76115221229827,378.9556626041687
2025-11-09,326.47006019381155,283.1928669088157,371.9704775999132
2025-11-10,354.88501977019604,307.92122664394554,402.8081393855091
2025-11-11,337.83088608279974,285.6040220906383,386.565390254965
2025-11-12,363.66959291368795,316.2121313648814,412.77294225704037
2025-11-13,345.4596989477521,295.2937793489492,394.37347896525944
2025-11-14,342.99116502304037,296.04759582086757,391.639707517894
2025-11-15,341.22560506048325,293.24680211503045,391.10099578098055
2025-11-16,340.8119417812371,295.00549737100505,386.39409301110436
2025-11-17,370.37794554251514,323.32902753134294,419.49926230688203
2025-11-18,352.48788368292264,306.39072461166654,398.7944540544151
2025-11-19,379.3504295453097,328.94582721965065,428.0689540250305
2025-11-20,360.2641627778925,314.3592239838094,407.31183671256804
2025-11-21,357.6004027832802,308.5027095088864,403.24410701129096
2025-11-22,355.6717393268704,311.47766785829975,404.2265280602734
2025-11-23,355.153823450017,305.22735393314645,402.0948300789273
2025-11-24,385.87087138024236,333.9993433724006,430.26995981412006
2025-11-25,367.14488131932393,320.4403389799608,418.3195506080168
2025-11-26,395.0312661883796,345.7457458255464,443.20187258950295
2025-11-27,375.0686266167002,324.4914780980009,422.9417815425528
2025-11-28,372.2096405500684,324.5855382502277,420.030700150859
2025-11-29,370.1178735974444,323.0863841041258,418.0865479737124
